,date,close,high,low,open,volume
0,2000-01-03,3.190119504928589,3.3358223231854676,3.098096820151059,3.320485443081669,719400
1,2000-01-04,3.113433361053467,3.2131241015029333,3.090427697553262,3.1901184380027283,816600
2,2000-01-05,3.113433361053467,3.159444688053877,3.090427697553262,3.1287702360278926,766800
3,2000-01-06,3.220791816711426,3.236128686574895,3.0980947515729764,3.113432323513345,970200
4,2000-01-07,3.3434906005859375,3.3434906005859375,3.2207934723744893,3.2207934723744893,470400
5,2000-01-10,3.2974774837493896,3.3664944494412823,3.259134256980418,3.358825663672112,306600
6,2000-01-11,3.266803741455078,3.335820721908354,3.2437980813039857,3.312815061757262,599400
7,2000-01-12,3.2054550647735596,3.2974776914935955,3.1824494080935506,3.2744720348135865,415200
8,2000-01-13,3.3511593341827393,3.358828125572859,3.205457212312226,3.266805437201,534600
9,2000-01-14,3.3204851150512695,3.404839000404904,3.312816324718285,3.343490783972924,562200
10,2000-01-18,3.2131242752075195,3.305146934183173,3.0980959514879522,3.305146934183173,525000
11,2000-01-19,3.1747803688049316,3.205454809292438,3.1287690591121065,3.1977860236513442,286800
12,2000-01-20,3.1594438552856445,3.2054551701583627,3.121100624840414,3.190117597149491,280200
13,2000-01-21,3.044415235519409,3.1671115937248384,3.0367464498527434,3.1671115937248384,543600
14,2000-01-24,2.9830667972564697,3.0750894306122163,2.937055480578596,3.044415687544951,635400
15,2000-01-25,2.8066911697387695,3.0060733685360126,2.6686571777844037,2.9753996161531684,1395600
16,2000-01-26,2.8603711128234863,2.8680391994069026,2.822027871597823,2.8373654489189466,417600
17,2000-01-27,2.814358949661255,2.9370553193488456,2.806690163276929,2.9140496622728054,585000
18,2000-01-28,2.722336769104004,2.8680388198314755,2.714667981458381,2.837365073403088,596400
19,2000-01-31,2.7069993019104004,2.7760162872458816,2.660987978353413,2.730004963688894,627600
20,2000-02-01,2.5229549407958984,2.7223378846692325,2.5229549407958984,2.7223378846692325,1187400
21,2000-02-02,2.607308864593506,2.676325857755594,2.545959958175765,2.545959958175765,753000
22,2000-02-03,2.5382931232452393,2.6763271776438775,2.5076186549085953,2.637983916703696,730200
23,2000-02-04,2.484612226486206,2.5612980230578413,2.430932098678332,2.5536292327774897,650400
24,2000-02-07,2.3772521018981934,2.469274754848096,2.3772521018981934,2.4539371779716954,1246200
25,2000-02-08,2.247338056564331,2.424354156960092,2.093410338754691,2.339694405400906,2329800
26,2000-02-09,2.0241429805755615,2.21655226634817,1.8779125716415292,2.21655226634817,5316000
27,2000-02-10,2.0164473056793213,2.1241961509243157,1.939483442148288,2.031839796536302,3192600
28,2000-02-11,1.962572693824768,2.06262565426668,1.924091111173167,2.016447473235509,1444200
29,2000-02-14,2.0703210830688477,2.0703210830688477,1.9933579350500872,2.0087504237292464,1560000
30,2000-02-15,2.278122663497925,2.278122663497925,2.1011065920797907,2.1011065920797907,1463400
31,2000-02-16,2.2396414279937744,2.4243541230860446,2.1395884832777905,2.262730514880308,1447200
32,2000-02-17,2.2242491245269775,2.2550341065381607,2.1549818580672073,2.239641615532569,604800
33,2000-02-18,2.101106882095337,2.2550338913305508,2.0934102850155245,2.2011598256408784,849000
34,2000-02-22,2.116499900817871,2.1626780855966112,2.054929222653944,2.085714914047498,640800
35,2000-02-23,2.1318933963775635,2.1703749875230494,2.1241967962991546,2.1703749875230494,835800
36,2000-02-24,2.078017234802246,2.1549810709654897,2.0703206397990774,2.1241953955756294,739200
37,2000-02-25,2.047231912612915,2.0934100813532286,2.03953602090482,2.070320996983072,520200
38,2000-02-28,2.116499900817871,2.139588993207241,2.008751037875204,2.062625821658128,1020600
39,2000-02-29,2.101106882095337,2.1703741419446336,2.101106882095337,2.1088034791751493,1450200
40,2000-03-01,2.101106882095337,2.154981652408014,2.078017795478905,2.101106882095337,676800
41,2000-03-02,2.085714817047119,2.1318929996782496,2.0703216197546435,2.1011073097164465,627000
42,2000-03-03,2.1703743934631348,2.1703743934631348,2.0780180362944907,2.0780180362944907,1965600
43,2000-03-06,2.2011594772338867,2.2319444514343765,2.162677202548935,2.2011594772338867,1045200
44,2000-03-07,2.1088032722473145,2.193463013325933,2.093410079598158,2.1857664170013553,1048200
45,2000-03-08,2.0703210830688477,2.1703740210407947,2.0703210830688477,2.1088033617011934,1009800
46,2000-03-09,2.085714817047119,2.1472854923475775,2.078018218400881,2.085714817047119,849600
47,2000-03-10,1.8394306898117065,2.047232509755323,1.8394306898117065,2.0241434186504765,1910400
48,2000-03-13,1.8471280336380005,1.9086987332181253,1.8086464344783508,1.8471280336380005,1639200
49,2000-03-14,1.8240376710891724,1.8933049244216724,1.8163410747334705,1.847126755533339,1620600
50,2000-03-15,1.8702152967453003,1.9010009686030065,1.8086446576526214,1.8394296248875939,1756800
51,2000-03-16,1.9394835233688354,2.031839881624494,1.8779128527394278,1.8856087461786695,2422200
52,2000-03-17,1.885608434677124,1.9856613744664249,1.8779125425092396,1.8933050314679865,1551000
53,2000-03-20,1.9702686071395874,1.9779644982201632,1.8163409208077756,1.877912277189652,2748000
54,2000-03-21,1.962572693824768,1.962572693824768,1.8933054222780117,1.9548760954451985,847200
