,date,close,high,low,open,volume
0,2000-01-03,12.217315673828125,12.360360180272902,11.781679694539028,11.833695878700764,18368644
1,2000-01-04,11.294026374816895,12.01575129310606,11.216001232693328,12.01575129310606,16251200
2,2000-01-05,11.222503662109375,11.495589474142413,10.845385492680514,11.294026344753505,22393459
3,2000-01-06,10.507280349731445,11.216001222678711,10.507280349731445,11.216001222678711,15940718
4,2000-01-07,10.80637264251709,11.0274422612019,10.513781219796916,10.513781219796916,16284671
5,2000-01-10,11.554107666015625,11.625629477438732,11.163985437468629,11.163985437468629,15248410
6,2000-01-11,11.294026374816895,11.625629077964263,11.196495602564193,11.554107268998754,10448930
7,2000-01-12,11.690652847290039,11.768677133377132,11.046951176267713,11.294028956079382,14583406
8,2000-01-13,11.72966194152832,11.781678118732863,11.417564004432077,11.690649808624912,11693501
9,2000-01-14,11.703655242919922,11.957234592776954,11.547606681121486,11.729664210422145,12600284
10,2000-01-18,11.814188003540039,12.119783487008835,11.541103068339178,11.70365318807186,14202019
11,2000-01-19,12.067769050598145,12.10678118982883,11.586619333419684,11.814189708664124,15326360
12,2000-01-20,12.080770492553711,12.262827976916844,11.74266535877877,12.067766448946983,13534813
13,2000-01-21,11.76867389678955,12.119783087620405,11.749167393697796,12.080770955305866,12901518
14,2000-01-24,11.75567626953125,11.931232284627656,11.619134158683227,11.768681195570547,12540830
15,2000-01-25,11.716655731201172,11.78167681940506,11.222502102255133,11.755667859802173,15976391
16,2000-01-26,11.3135347366333,11.573615693612497,11.131478066747864,11.573615693612497,16310214
17,2000-01-27,11.287527084350586,11.853203624936782,11.131478504032911,11.313535181070199,19903438
18,2000-01-28,11.3135347366333,11.638636806726515,11.157486162445784,11.287526640935381,12998846
19,2000-01-31,11.261512756347656,11.424062833967486,10.806370441727081,11.313528921005005,12228587
20,2000-02-01,11.0079345703125,11.37855021590328,10.819376392316501,11.261513834222326,14429706
21,2000-02-02,11.502090454101562,11.723159201931134,11.072956128563435,11.072956128563435,15050670
22,2000-02-03,11.807685852050781,12.11978380285413,11.547604954605506,11.547604954605506,17469347
23,2000-02-04,12.275830268859863,12.444883697527944,11.89871303123086,11.89871303123086,20306844
24,2000-02-07,13.368176460266113,13.420192649879425,12.191307985592,12.275834730648223,27691471
25,2000-02-08,12.919539451599121,13.264147226440658,12.74398433308924,13.264147226440658,20792165
26,2000-02-09,12.900023460388184,13.21212131662676,12.72446847087078,12.919529958720673,18187639
27,2000-02-10,13.108091354370117,13.160107530951855,12.808998339025132,12.900026648043172,11129789
28,2000-02-11,12.62694263458252,13.108092302776063,12.470893219677741,13.108092302776063,12276150
29,2000-02-14,12.796001434326172,12.92604194833578,12.535920406306957,12.626948766113681,14437193
30,2000-02-15,12.978050231933594,13.140601212156655,12.685458817079649,12.79599362345036,18184556
31,2000-02-16,13.628255844116211,13.732288211402262,13.062579410063767,13.062579410063767,22269266
32,2000-02-17,13.316157341003418,13.368173519172798,12.861014908152338,13.368173519172798,23257524
33,2000-02-18,13.420186996459961,13.563231457637318,13.270640077385586,13.316154661058247,24678254
34,2000-02-22,13.316157341003418,13.44619778642687,13.010561857323808,13.42018969734218,16840456
35,2000-02-23,13.602246284484863,13.628254373499859,13.043071496793452,13.316157305319905,15263824
36,2000-02-24,13.472204208374023,13.569734967307026,13.212123349711204,13.569734967307026,16607044
37,2000-02-25,12.965044975280762,13.472203496753322,12.958542517223215,13.472203496753322,16840896
38,2000-02-28,13.407188415527344,13.446200557193345,12.737479546659747,12.965049936110162,21842519
39,2000-02-29,13.99237060546875,14.382491999575311,13.28364876203814,13.407187640439782,23754295
40,2000-03-01,13.901341438293457,14.330474945821777,13.751794476008142,13.992369758072192,16775276
41,2000-03-02,13.940352439880371,14.0443847968682,13.758294941282665,13.901340306009935,10815784
42,2000-03-03,14.421500205993652,14.551540635231568,13.94685220234082,13.94685220234082,19562568
43,2000-03-06,15.240758895874023,15.819440234939504,14.232944926573293,14.42150315053308,26832251
44,2000-03-07,14.87664794921875,15.721911918078561,14.77261556829683,15.240761282445474,26580782
45,2000-03-08,14.655572891235352,15.000181337464369,14.532034921130395,14.876642493490529,17671931
46,2000-03-09,15.799936294555664,16.00149947068466,14.707594540860546,14.707594540860546,20174724
47,2000-03-10,15.28627872467041,16.177057462534318,15.188747912510195,15.799939137792895,14528796
48,2000-03-13,15.240758895874023,15.53985281805822,14.746605163875115,15.286273492334773,14372014
49,2000-03-14,14.538537979125977,15.604870474462276,14.538537979125977,15.240757237863676,14464057
50,2000-03-15,13.732287406921387,14.655575486365034,13.504717053749488,14.53853908002459,23327107
51,2000-03-16,13.836318016052246,13.836318016052246,12.900026010020131,13.732285668034114,33787488
52,2000-03-17,14.4605131149292,14.889646554566646,13.83631814704216,13.83631814704216,30602956
53,2000-03-20,14.997937202453613,15.290864884252732,14.40557101278078,14.477175226711909,16248118
54,2000-03-21,14.776620864868164,14.96539817851495,14.457654955227612,14.96539817851495,16150349
55,2000-03-22,15.225776672363281,15.290870960964645,14.763600574234509,14.776618732053823,11737541
56,2000-03-23,15.336426734924316,15.570769151115691,14.854722004544271,15.225765475827279,11842796
57,2000-03-24,14.828696250915527,15.5838019676913,14.587844560941091,15.336439448445349,12897995
58,2000-03-27,15.225776672363281,15.505686312754888,14.95888518979099,14.95888518979099,10163111
59,2000-03-28,14.652932167053223,15.290864499564776,14.581327080047686,15.225770238470037,11655186
60,2000-03-29,14.060574531555176,14.659450146193695,13.94340234077128,14.652941066081455,16902992
61,2000-03-30,13.617920875549316,14.060568762227005,13.552825726754952,14.060568762227005,14748996
62,2000-03-31,13.806700706481934,14.320952948342711,13.53981009206497,13.617924290205123,17148295
63,2000-04-03,13.806700706481934,14.21680068415584,13.565848158111688,13.806700706481934,15744740
64,2000-04-04,14.386043548583984,14.56180087606739,13.435653564573473,13.806696325440694,21477868
65,2000-04-05,14.789639472961426,15.43408206513908,14.268877260921924,14.386048561783657,23565364
66,2000-04-06,15.427574157714844,15.473141215615948,14.893792871701145,14.893792871701145,15488428
67,2000-04-07,16.247770309448242,16.247770309448242,15.271342087085722,15.42757046268355,14294944
68,2000-04-10,15.336426734924316,15.974359742765277,15.193218355460697,15.974359742765277,16972135
69,2000-04-11,15.186712265014648,15.61634103681537,14.672460253984816,15.336431515017297,14995620
70,2000-04-12,14.060574531555176,15.349460756290792,13.878307165267094,15.186721505215788,20567561
71,2000-04-13,13.741599082946777,14.438117459777692,13.709051078247517,14.060565679545967,20445130
72,2000-04-14,12.810739517211914,14.138682236192189,12.595925099457585,13.74160141089671,27521917
73,2000-04-17,13.930378913879395,13.930378913879395,12.817251326252197,12.817251326252197,24650950
74,2000-04-18,14.483685493469238,14.685480861889232,13.826223276988078,13.930375499430431,23468916
75,2000-04-19,14.145190238952637,14.522742929345059,14.008490881117355,14.483685844981279,14871868
76,2000-04-20,14.529250144958496,14.574817174984304,14.086603245533016,14.145188427136736,13182934
77,2000-04-24,13.780658721923828,14.39255397490633,13.559334348583793,14.39255397490633,17935730
78,2000-04-25,14.509726524353027,14.581330754526924,13.917360200307296,13.917360200307296,17131560
79,2000-04-26,14.639915466308594,14.99143013128517,14.399062987505378,14.509725173678738,17755607
80,2000-04-27,14.36000919342041,14.59435177390447,14.093118594875481,14.59435177390447,16570490
81,2000-04-28,14.060574531555176,14.444636504468058,13.975950365961554,14.360012338874435,10895936
82,2000-05-01,14.477174758911133,14.744065251918778,13.800184474785251,14.060565891680326,16866880
83,2000-05-02,14.379535675048828,14.789635556915488,14.37302572261989,14.477177962474785,11178673
84,2000-05-03,13.800188064575195,14.203778884565391,13.43565521092371,14.203778884565391,15173982
85,2000-05-04,13.76113510131836,13.85226834207031,13.28593990853074,13.800192204497767,12746057
86,2000-05-05,14.242833137512207,14.457647535183566,13.617918923775465,13.761128230597746,10653276
87,2000-05-08,14.132177352905273,14.23632962314162,13.897834744873494,14.23632962314162,7254269
88,2000-05-09,13.832735061645508,14.10613468179161,13.676506707276305,14.10613468179161,8786420
89,2000-05-10,13.149234771728516,13.74160101668159,12.765172986560975,13.74160101668159,16287313
90,2000-05-11,13.630940437316895,13.68301655838489,12.895364789793415,13.14923631743792,14253986
91,2000-05-12,13.702543258666992,14.425099755560709,13.65697622288499,13.65697622288499,13889776
92,2000-05-15,13.956428527832031,14.008504691657306,13.272927565310166,13.702556791745439,12473449
93,2000-05-16,14.425101280212402,14.737558862472543,14.0150014143327,14.0150014143327,20051852
94,2000-05-17,13.54631519317627,14.112644275700536,13.357538832334846,14.112644275700536,24428107
95,2000-05-18,13.715561866760254,13.813204137069523,13.526785527677735,13.546313631789243,14629648
96,2000-05-19,13.142729759216309,13.722077193162848,12.98650135566348,13.715568113786276,14540687
97,2000-05-22,12.784708023071289,13.220846159624333,12.342059931182805,13.142731944857497,16303168
98,2000-05-23,12.569890022277832,13.012537991873746,12.498284907752732,12.784704490976969,11612908
99,2000-05-24,12.355077743530273,12.54385418129497,11.788749305112505,12.54385418129497,22957612
100,2000-05-25,12.107711791992188,12.700078089242998,11.97752149313223,12.355073359826106,16544507
101,2000-05-26,12.303003311157227,12.491779775093272,11.931960338878453,12.107717766504303,10145935
102,2000-05-30,12.966973304748535,12.993011373888798,12.459230956513405,12.459230956513405,10833400
103,2000-05-31,12.517816543579102,12.953954651970992,12.45272136880989,12.953954651970992,16092656
104,2000-06-01,13.982452392578125,14.054057486949477,12.95394826356802,12.95394826356802,31515905
105,2000-06-02,14.802654266357422,15.141150808314025,13.962926363642831,13.982454471908913,25540117
106,2000-06-05,16.052356719970703,16.544351023425307,15.251823407092765,15.27684059846777,24649188
107,2000-06-06,15.743809700012207,15.993975882768948,15.47696577173835,15.993975882768948,20684267
108,2000-06-07,16.35255241394043,16.61105696159132,15.610390906573556,15.74381289781044,23097218
109,2000-06-08,16.794511795043945,17.053017457209833,16.07736860941819,16.352552020087003,22756349
110,2000-06-09,17.078035354614258,17.40325202439385,16.994645487870784,16.994645487870784,18173546
111,2000-06-12,16.811189651489258,17.044679252770518,16.61939498210358,17.044679252770518,14369371
112,2000-06-13,15.877230644226074,16.085703010168615,15.61038673309376,16.085703010168615,38616474
113,2000-06-14,15.210119247436523,15.952279356648475,15.210119247436522,15.877228954260426,22098832
114,2000-06-15,15.610393524169922,16.00232124951842,15.276838490146233,15.276838490146233,18622754
115,2000-06-16,15.218465805053711,15.60205521507937,15.210127489570366,15.60205521507937,17329300
116,2000-06-19,15.740873336791992,15.966338600622183,15.26488936732686,15.26488936732686,12608212
117,2000-06-20,15.565511703491211,16.091599231401073,15.507058157231931,15.740874586899588,11324005
118,2000-06-21,15.966341972351074,16.024796648627575,15.381800821163154,15.565513754393642,11330171
119,2000-06-22,15.841076850891113,16.25025604056837,15.774272176847067,15.966335053566237,15732850
120,2000-06-23,15.649014472961426,16.03314138850697,15.590559815960013,15.841078491891722,10470510
121,2000-06-26,16.033153533935547,16.275321247035972,15.765934607654193,15.765934607654193,9429404
122,2000-06-27,15.582206726074219,16.33376036136511,15.582206726074219,16.033138233859855,12541271
123,2000-06-28,16.540441513061523,16.684488407162483,16.049843928226906,16.049843928226906,20053174
124,2000-06-29,15.999749183654785,16.559239263073227,15.899540983441684,16.54045057625692,20359692
